artist,pub_or_prep,item_t,author,author_s,isbn,imprint,language,size,pages,illustrations,concordance,bibliography,index,exhibition_list,cronology,ind_entr_cont,public_note
"Bouguereau, William Adolphe",1,"William Bouguereau : His Life and Works, Catalogue Raisonné of the Painted Work.",,"['Bartoli, Damie', 'Ross, Frederick C.']",9781851496129,"New York : Antique Collectors' Club; Woodbridge, NJ : Art Renewal Center, 2010.",English,30 cm,888,"900 color, 330 b&amp;w",No,Yes,No,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"This study includes a comprehensive biography of the artist and a catalogue raisonné of his paintings. The catalogue's principal author, Damien Bartoli, died in 2009 before the publication was complete.  

The project was completed by Frederick Ross, Chairman of the Art Renewal Center and President of the Bouguereau Committee. A revised edition was published in 2014 (see entry in this database)."
"Boudin, Eugène",1,Eugène Boudin 1824-1898. Deuxième supplément.,,"['Schmit, Robert', 'Schmit, Manuel']",,"Paris : Editions Galerie Schmit, 1993.",French,33 cm,"xiv, 261",644 b&amp;w,No,Yes,Yes,Yes,No,Provenance; Exhib. Hist; Bibliog.,Updates the original vols. 1-3 and also the first supplement. Catalogues 196 paintings and 433 sketches and studies included in Boudin's brother's bequest  to the Louvre. It also includes photographic documentation of exhibitions of Boudin's work from 1984-1993.
"Boucher, Alfred",1,"Alfred Boucher, 1850-1934 : l'oeuvre sculpté : catalogue raisonné.",,"['Piette, Jacque', 'Bonnet, Alai']",9791092054040,"Paris : Éditions Mare &amp; Martin, 2014.",French,30 cm,471,"numerous ills., some color",No,Yes,Yes,No,No,,This is a catalogue raisonné of Boucher's sculpted works in all media.
"Botticelli, Sandro",1,All the Paintings of Botticelli.,"Salvini, Roberto",,,New York : Hawthrone Books [1965],English,18 cm,202,"326 pl., some colore",No,Yes,No,No,No,,
"Botta, Mario",1,Mario Botta : opere complete.,"Pizzi, Emilio",,,"Milan : F. Motta, 1993-",Italian,29 cm,,some color,No,Yes,No,Yes,No,,"This was also published in simultaneous English and German language editions (v.1-v.2 Artemis Verlag -- v.3 Birkhaüser).

Each volume is divided into four sections. The first part presents the built architecture and projects giving date, title, descriptions, sketches, and images.

The second section is a chronology of the architect's work accompanied by a brief description with  information for date, title, date, location, and patron; technical specifics are provided regarding the site, buildable area, volume, building unit, base form, and bearing structure. There are also critical quotations and bibliographical references.

The third section includes a biography. The fourth contains various appendices including a listing of works for the respective time periods, citations of the architect's own writings, lists of conferences and exhibitions, bibliography, and names of collaborators."
"Bott, Franc",1,"Francis Bott, das Gesamtwerk.","Henze, Wolfgang",,3763020624,"Stuttgart ; Zurich : Belser, 1988.",German,36 cm,395,some color,No,Yes,Yes,No,No,,"The catalogue raisonné presents the artist's complete works, including paintings, drawings, stained glass designs, sculptures and works on paper."
"Botinelly, Lou",1,"Louis Botinelly, sculpteur provençal : catalogue raisonné.","Noet, Laurent",,9782849340219,"Paris : Mare &amp; Martin, 2006.",French,23 cm,285,some color,No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Comments,
"Botero, Fernando",1,"Botero, Sculptures.",,"['Lambert, Jean-Clarence', 'Villegas, Benjamín (editor)']",9589393640,"Bogotá, Colombia : Villegas Editores, 1998.",English,32 cm,unpaginated,"ca. 175 color, 15 b&amp;w",No,Yes,No,Yes,No,,
"Botero, Fernando",1,"Fernando Botero, Monograph and Catalogue Raisonné : Paintings, 1975-1990.",,"['Sullivan, Edward J.', 'Tasset, Jean-Marie']",2940033404,"Lausanne : Acatos, 2000.",English,32 cm,506,"numerous b&amp;w, color",No,Yes,Yes,Yes,No,,
"Botticelli, Sandro",1,The Complete Paintings of Botticelli.,,"['Levey, Michael (intro.)', 'Mandel, Gabriele (notes, catalogue)']",0810955016,"New York : Harry N. Abrams, 1967.",English,31 cm,120,"ca.172 b&amp;w, 64 color",No,Yes,Yes,No,Yes,Provenance; Comments,"Notes and catalogue translated into English from the Italian, ""L'opera completa di Botticelli"" (Rizzoli, Milan, 1967). Within the series ""Classics of the World's Great Art."" Editions in other languages exist.

Catalogue raisonné of 154 authentic and attributed works. Contains a catalogue of 17 paintings formerly attributed to Botticelli, and a list of works only known through documents. Publication reproduces a selection of known drawings by the artist."
"Botticelli, Sandro",1,Sandro Botticelli.,"Lightbown, Ronald",,0520033728,"Berkeley : University of California Press, 1978.",English,29 cm,430,62 b&amp;w; 9 color plates,No,Yes,Yes,No,No,Provenance; Bibliog.; Comments,"Catalogue raisonné of 110 paintings and 127 drawings. Publication contains separate catalogues of workshop copies and variations, lost works, and wrongly attributed works.
Individual entries also contain information on condition and known copies.  

The appendix contains a selection of documents (not translated) relating to the artist's life and works."
"Botticelli, Sandro",1,Botticelli : catalogo completo.,"Pons, Nicoletta",,8817257028,"Milan : Rizzoli, 1989.",Italian,33 cm,117,"b&amp;w, color",No,Yes,Yes,No,Yes,,
"Botticelli, Sandro",1,Botticelli : catalogo completo dei dipinti.,"Caneva, Caterina",,887737103X,"Florence : Cantini, 1990.",Italian,22 cm.,159,"b&amp;w, color ills.",No,Yes,Yes,No,No,,
"Botticelli, Sandro",1,Sandro Botticelli.,"Zöllner, Frank",,3791332724,"Munich ; New York : Prestel, 2005",English,43 cm,319,"239 color, 18 b&amp;w",No,Yes,Yes,No,No,Provenance; Bibliog.; Comments,"The chronological catalogue raisonné covers Botticelli's paintings, altarpieces, drawings, and frescoes.  The catalogue was reprinted as new editions in 2009 and 2015.

The texts include chapters on Botticelli's early career, Sistine Chapel frescoes, ortraits, Botticelli's 'Primavera', and his late altarpieces.  There is also a list of works, a general index and a bibliography."
"Boucher, Franço",1,François Boucher : catalogue raisonné de l'oeuvre.,,"['Ananoff, Alexandre', 'Wildenstein, Daniel']",,"Lausanne : La Bibliothèque des Arts, 1976.",French,39 cm,v. 1: 415; v. 2:306,"1,797 b&amp;w, 16 color plates",No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Bibliog.; Comments,"The catalogue raisonné lists 690 of Boucher's works in all media.  The chronology includes documentary references to Boucher's Salon submissions, excerpts from his correspondence, contracts and contemporary critical reception of the artist's work.

The appendix includes eighteenth-century sales, works cited in contemporary inventories and works produced in collaboration with other artists.

The full text digital catalogue raisonné is available on the Wildenstein Plattner Institute's website. See full text link on this page."
"Boucher, Franço",1,L'opera completa di Boucher.,,"['Ananoff, Alexandre', 'Wildenstein, Daniel']",,"Milan : Rizzoli, 1980",Italian,31 cm,148,"b&amp;w, some color",No,Yes,Yes,No,No,,
"Boucher, Franço",1,Dictionary of Pastellists before 1800.,,"['Jeffares, Neil', 'Rosenberg, Pierre (intro.)']",68703948,"London : Unicorn Press, 2006.",English,31 cm,758,"approx. 3,000 b&amp;w; 2,000 color",No,Yes,Yes,Yes,No,Provenance; Exhib. Hist; Bibliog.; Comments,"This is a comprehensive dictionary of pastellists, many for whom it serves as a catalogue raisonné of their work in pastel.   An expanded and continually updated online edition was published in 2008, renamed ""Pastels &amp; Pastellists""  (See Full Text link on this page). 

There is a bibliography, an index of sitters, an exhibition list, index of museums, a biographical index of collectors, an index of engravers of pastels, a list of suppliers, genealogies, and documents."
"Boudin, Eugène",1,Eugene Boudin 1824-1898. Premier supplément.,"Schmit, Robert",,,"Paris : Schmit, 1984.",French,33 cm,"xvi, 207",202 b&amp;w,No,Yes,Yes,Yes,No,Provenance; Exhib. Hist; Bibliog.,The supplement updates volumes 1-3 of the catalogue and includes photo documentation of exhibitions of Boudin's work from 1979-1981.
"Bouguereau, William Adolphe",1,William Bouguereau.,,"['Bartoli, Damie', 'Ross, Frederick C.']",1851497366,"New York : Antique Collectors' Club ; Woodbridge : Art Renewal Center, 2014.",English,31 cm,,"b&amp;w, chiefly color",No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"This is a second edition of the previous 2010 publication (see entry in this database).  The first volume in this edition includes a new chapter entitled ""William Bouguereau's Nymphs and Satyr"" by Kara Lysandra Ross.  Both volumes contain bibliographical references, and v. 2 has an index; improved color illustrations are found throughout."
"Boudin, Eugène",1,Eugène Boudin 1824-1898.,,"['Schmit, Robert', 'Schmit, Manuel']",,"Paris : Schmit, 1973. (3 vols.)",French,33 cm,"ca. 1,010","3,651 b&amp;w",No,Yes,Yes,Yes,Yes,Provenance; Exhib. Hist; Bibliog.,"Includes Boudin's correspondence, sales, and exhibition catalogues dating from 1857 through 1888. 
See also Supplements 1 &amp; 2 (listed in this database) which reproduce additional works discovered since the original catalogue was issued (and reprint the original catalogue entries, unillustrated, for the first three volumes)."
"Borzone, Luciano",1,Luciano Borzone : 1590-1645.,"Manzitti, Anna",,9788863733389,"Genova : Sagep editori, 2015.",Italian,31 cm,247,chiefly color,No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"The catalogue raisonné is divided into two sections: paintings and portraits.  The first section deals with authentic paintings, doubtful paintings, rejected paintings.  This is followed by a catalogue of authentic portraits, portraits with dubious provenance, and rejected portraits.   There is also a bibliography and an index of names."
"Borssom, Anthonie van",1,Anthonie van Borssom (1630-1677) : A Catalogue of his Drawings.,"Davies, Alice",,9789070288099,"Doornspijk, The Netherlands : Davaco, 2014.",English,32 cm,141,"186, 91 in color",No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"Published in the ""Aetas Aurea"" series.  The catalogue raisonné includes only works the author deemed authentic. The publication contains 122 independent sheets and 94 individual sketches in the artist's sketchbook from the British Museum, which is fully reproduced. 

Entries are grouped by medium, and then by size.  It also includes a bibliography (covering books, articles, exhibitions, and sales catalogues) and indices of collections and owners."
"Borduas, Paul Emile",1,Paul-Émile Borduas Catalogue Raisonné.,,"['Borduas, Paul Emile', 'Gagnon, François-Marc']",,http://www.borduas.concordia.ca/en/about/index.php,,,,,No,Yes,No,No,Yes,Exhib. Hist; Bibliog.; Comments,"A work in progress, this is a web based catalogue raisonné of the artist's works in all media (drawings, watercolors, gouaches, photographs, oils, sculptures, etc), produced under the aegis of the Gail and Stephen A. Jarislowsky Institute for Studies in Candian Art of Concordia University (Montreal).   

Images of the works themselves are not available online, but the catalogue plans to include them in the future. There is a detailed chronology and bibliography."
"Borra, Pompeo",1,Pompeo Borra : catalogo ragionato : oli e tempere 1914-1959.,,"['Pontiggia, Ele', 'Colombo, Nicolett']",9788842223702,"Turin : Allemandi ; Frankfurt : VAF Fondazione, 2016.",,32 cm,364,"80 color, 698 b&amp;w",No,Yes,No,Yes,Yes,Exhib. Hist; Bibliog.,"The catalogue raisonné of Borra's oil paintings and frescoes was compiled by Chiara Mari and Serena Reaelli.  The publication includes a biography of the artist and unpublished documents from the Archivio Borra.  There are three essays about the artist, as well as a chronology (in Italian only), photos of the artist, and an exhibition history."
"Boonen, Arnold",2,,"Six, Jan",,,,,,,,,,,,,,
"Borgianni, Orazio",1,Orazio Borgianni.,"Papi, Gianni",,,"Soncino : Edizioni dei Soncino, 1993.",Italian,36 cm,210,"60 b&amp;w, 64 color",No,Yes,Yes,No,No,Bibliog.; Comments,"The catalogue includes a brief biography and a collection of critical writings about Borgianni.  The catalogue raisonné lists 52 autograph paintings, as well as attributed paintings, and paintings known only through documents; there are also brief notes on the graphic works."
"Borgonzoni, Aldo",1,Aldo Borgonzoni : catalogo generale delle opere pittoriche. v.1,"Spadoni, Claudio",,9788842224129,"Turin : Umberto Allemandi per Archivio &amp; Centro studi Aldo Borgonzoni, 2017.",Italian,34 cm,,some color ills.,No,Yes,No,No,No,,"In addition to the catalogue of the works, the publication includes a biography of the artist, a discussion of his writings, an anthology of his works, and a discussion of his art in context with his time.  The biography was compiled by Daniela Bellotti."
"Borgeaud, Mariu",1,"Marius Borgeaud : l'homme, l'oeuvre 1861-1924, catalogue raisonné.",,"['Wyder, Bernard', 'Rouiller, Jacques Dominique', 'Monnier-Raball, Jacques (intro)']",2884530630,"Lausanne : Bibliothèque des arts, 1999.",French,32 cm,231,300 color; maps,No,Yes,Yes,Yes,Yes,Provenance; Exhib. Hist; Bibliog.; Comments,"The publication is a companion to the 1993 monograph published by Aquarius Editions.
It includes a list of exhibitions and important sales of his work."
"Borghese, Franz",1,Catalogo generale delle opere di Franz Borghese.,"Borghese, Franz",,8860527686,"Milan : Editoriale Giorgio Mondadori, 2017.",Italian,32 cm,272,numerous ills.,No,Yes,No,Yes,No,,"The publication includes a biography of the artist, a critical anthology, lists of solo and group exhibitions, and a bibliography."
"Bordone, Pa",1,Paris Bordone : catalogo ragionato.,,"['Donati, Andre', 'Rogari, Sandro (preface)']",9788890964374,"Soncino : Edizioni del Soncino, 2014.",,34 cm,487,"370 b&amp;w, 112 color plates",No,Yes,Yes,No,No,Provenance; Bibliog.,"The introductory texts deal with the artist's biography, an overview of his career, and his critical fortunes.  The essays are bilingual, but the catalogue raisonné is in Italian."
"Borès, Francisco",1,Francisco Borès : catálogo razonado : pintura.,,"['Dechanet, Hélène', 'Moreno Garcerán, Arturo']",8480261978,"Madrid : Museo Nacional Centro de Arte Reina Sofia, 2003.",,35 cm,v.1: 576; v.2: 613,"numerous b&amp;w, approx. 1,200 color",No,Yes,No,Yes,Yes,Provenance; Exhib. Hist; Bibliog.,"Volumes 1&amp; 2 catalogue 2,180 authentic oil paintings by the artist, all illustrated. Volume 3 (currently in preparation) will cover drawings, gouaches, and watercolors."
"Borch, Gerard ter, the younge",1,Gerard Ter Borch.,"Gudlaugsson, Sturla J.",,,"The Hague : M. Nijhoff, 1959-1960.",German,32 cm,,"b&amp;w, color",Yes,Yes,Yes,No,No,Provenance; Exhib. Hist; Comments,"The publication contains a genealogy of the artist's family. The first volume covers the artist's career in a series of chronological essays, it also has the illustrations for the catalogue raisonné.

The catalogue, which appears in the second volume, along with biographical material, cites number, title, medium, concordances, dimensions, provenance, exhibition information, some comments and comparative information, and considers copies."
"Bonvin, Franço",1,Bonvin.,"Weisberg, Gabriel P.",,2857870027,"Paris : Éditions Geoffroy-Dechaume, 1979.",,33 cm,325,some color,No,Yes,Yes,No,No,Provenance; Bibliog.,"The publication is divided into three parts; the first covers the artist's life, an illustrated catalogue listing 350 works, and an index. 
The author states that while he has spent considerable time in preparing the present catalogue, he feels that it is not fully complete and he hopes his study will bring further works to light."
"Bonola, Giorgio",1,Giorgio Bonola pittore : (1657-1700).,,"['Carena, Carlo', 'Alberti, Luigi', 'Rainaldi, Giancesare', 'Rizzi, Enrico']",,"Anzola d'Ossola : Fondazione Arch. Enrico Monti, 1985.",Italian,33 cm,159,"44 b&amp;w, 40 color",No,Yes,No,No,Yes,Comments,"The ""catalogue"" is an inventory of more than 550 works made by the artist before his death. The illustrated section that follows this list includes all of the several dozen surviving paintings known to be by Bonola. 

Information provided in the individual catalogue entries is limited."
"Bonnat, Léon",1,Léon Bonnat : le portraitiste de la IIIe République : catalogue raisonné des portraits.,"Saigne, Guy",,9791092054750,"Paris : Mare &amp; Martin, 2017.",French,31 cm,701,chiefly color,No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"The current publication is based on the author's dissertation, ""Léon Bonnat (1833-1922) portraitiste. Catalogue raisonné des portraits peints, dessinés et gravés,"" presented at the Sorbonne in 2015

This work is composed of  an introductory section with an in-depth analysis of  the artist's work.  There are discussions of Bonnat's training and career, the political and cultural background of the period, the artist's commissions, his patrons, and the art market.  

Appendices include sources and a bibliography, lists of works exhibited in the Parisian Salons and other venues. Indices include loctions, persons and their families, plus other cited names."
"Bonito, Giuseppe",1,Giuseppe Bonito : opera completa.,"Della Ragione, Achille",,,"Naples : Edizioni Napoli Arte, 2014.",Italian,30,70,some color ills.,No,Yes,No,No,No,,"This small monograph has several text sections covering the artist's life, critical fortunes, masterpieces, genre scenes, religious, historical and allegorical works, and  portraits.  There is a separate section listing rejected and ""borderline"" works are listed."
"Bonnard, Pierre",1,"Bonnard, catalogue raisonné de l'oeuvre peint, révisé et augmenté, tome I, 1888-1905.",,"['Dauberville, Jea', 'Dauberville, Henry', 'Dauberville, Michel', 'Dauberville, Guy-Patrice']",,"Paris : Editions Bernheim-Jeune, 1992.",French,27 cm,351,400 b&amp;w ills.,No,Yes,Yes,Yes,Yes,Provenance; Exhib. Hist; Bibliog.,"This is a new, enlarged and revised first volume of the 1966 Bonnard catalogue raisonné (see entry cited in this database).  No other revised volumes were published.


This new edition includes corrections of some dimensions and more complete descriptions of painting supports.  The revised edition adds 26 paintings from 1888-1905, which were not listed in the original edition. The numeration and pagination of the paintings remain identical to the first edition."
"Bonnard, Pierre",1,Bonnard : lithographe.,"Roger-Marx, Claude",,,"Monte-Carlo : André Sauret, 1952.",French,32 cm,183,"98 plates, many in color",No,No,No,No,No,Comments,Chiefly illustrations. The catalogue lists 98 lithographs by the artists. The entries include some descriptive texts.
"Bonnard, Pierre",1,Bonnard : The Complete Graphic Work.,,"['Bouvet, Franci', 'Terrasse, Antoine (intro.)']",0847804038,"New York : Rizzoli, 1981.",English,34 cm,351,"476 b&amp;w, 60 color",No,Yes,No,Yes,Yes,,"This is the English translation of the French ""Bonnard, l'oeuvre gravé,"" cataloguing Bonnard's lithographs and drypoints for illustrated books and posters."
"Bonnard, Pierre",1,Bonnard : catalogue raisonné de l'oeuvre peint.,,"['Dauberville, Jea', 'Dauberville, Henry']",,"Paris : Éditions Bernheim-Jeune, 1966-1974.",French,27 cm,"1,796","2,173 b&amp;w, color",No,Yes,Yes,Yes,Yes,Provenance; Exhib. Hist; Bibliog.,"See also the revised reprint of the first volume, 1992, also listed in this database. The first volume includes the essays, while Volumes 2 &amp; 3 illustrate Bonnard's signatures and workshop stamps, respectively.  Volume 4 contains a supplement to the first three volumes and errata. 


Individual catalogue entries include materials, dimensions, signature information, bibliography, collection, exhibition history, and reproduction information.  Each volume also includes an index of titles and subjects, as well as a list of owners."
"Bonnard, Pierre",1,Pierre Bonnard Illustrator : A Catalogue Raisonné.,"Terrasse, Antoine",,0500973725,"New York : Harry N. Abrams, 1989.",English,29 cm,320,"328 ills., including some color plates",No,Yes,Yes,No,No,,"This a translation from the original French publication, ""Bonnard Illustrateur"" (Paris: A. Biro, 1988).  

The catalogue supplements Francois Bouvet, ""Bonnard: The Complete Graphic Works"",  New York, 1981 (cited in this database)."
"Bonnard, Pierre",1,Bonnard sculpteur : catalogue raisonné.,"Pingeot, Anne",,9782350390192,"Paris : Musée d'Orsay : Nicolas Chaudun, 2006.",French,25 cm,160,some color,No,Yes,No,No,Yes,Provenance; Exhib. Hist; Bibliog.; Comments,The catalogue lists 14 bronze sculptures by the artist. Individual catalogue entries list all known casts and their current locations.
"Bonheur, Rosa",1,Atelier Rosa Bonheur.,"Roger-Milés, Lèon",,,"Paris : Imprimerie G. Petit, 1900.",,38 cm,344,numerous b&amp;w ills.,No,No,No,No,No,Comments,The second volume contains the catalogue of the watercolors and drawings. The publication includes examples of the artist's signature style.  Entries are bilingual.
"Bonheur, Rosa",1,Atelier Rosa Bonheur.,"Roger-Milès, Léon",,,"Paris : Imprimerie G. Petit, 1900.",,38 cm,562,numerous b&amp;w plates,No,No,No,No,No,Comments,"This is the catalogue of the posthumous sale of the contents of Bonheur's studio held at the Galerie Georges Petit on May 31-June 2, 1900.  Volume 1 lists 882 paintings, organized by subject; not all works are illustrated. The essays and catalogue entries are bilingual."
"Bonfanti, Arturo",1,Arturo Bonfanti : catalogo ragionato.,"Barbero, Luca Massimo",,9788837079116,"Milan : Electa : Lorenzelli arte, 2011.",,29 cm,515,mostly color,No,Yes,No,Yes,No,,"The texts and the catalogue are bilingual. The catalogue raisonné is organized by medium: reliefs and sculptures, paintings, miniatures, and works on pavatex."
"Bonheur, Rosa",1,"Rosa Bonheur : sa vie, son oeuvre.","Klumpke, Anna",,,"Paris : E. Flammarion, 1908.",French,32 cm,"vii, 445","numerous b&amp;w, 7 heliogravures",No,Yes,No,Yes,No,,"Written by the artist Anna Elizabeth Klumpke, Rosa Bonheur's companion, the publication is primarily a biography and memoir, which includes a lengthy checklist of Bonheur's major works."
"Boltraffio, Giovanni Antonio",1,Giovanni Antonio Boltraffio : un pittore milanese nel lume di Leonardo.,"Fiorio, Maria Teresa",,8871420411,"Milan : Jandi Sapi, 2000.",Italian,31 cm,247,some color,No,Yes,Yes,No,No,Comments,"The catalogue contains essays on Boltraffio's artistic development.  After introductory esssys, there is a catalogue of the paintings and drawings, followed by sections on uncertain attributions, rejected works, and lost or untraced works. There are documents, bibliography and indices of proper names and locations."
"Bonalumi, Agostino",1,Agostino Bonalumi : catalogo ragionato.,,"['Bonalumi, Fabrizio', 'Meneguzzo, Marco']",9788857227740,"Milan : Skira, 2015.",,30 cm,837,"b&amp;w, some color",No,Yes,No,Yes,No,,"Published in the series ""Archivi dell'arte"".  The first volume is a monograph with bilingual essays dealing with the artist's place in the contemporary art scene, interviews, images, anthologies of writings by and on the artist, and sections on the works from 1950-2013.  

The second volume incorporates the catalogue raisonné listing approximately 2,000 works executed from 1950 to 2013.  The Appendix also includes a list of solo and group exhibitions, essays and poems by the artist, interviews, and a general bibliography."
"Bonington, Richard Parke",1,Catalogue de l'oeuvre lithographié et gravé de R. P. Bonington.,"Curtis, Atherton",,,"Paris : Paul Prouté, 1939.",French,33 cm,[131],85 b&amp;w,No,No,Yes,No,No,,
"Bonington, Richard Parke",1,Bonington.,"Shirley, Andrew",,,"London : Kegan Paul, Trench Trubner &amp; Co., 1940.",English,26 cm,"ix, 168",157 b&amp;w plates,No,Yes,Yes,No,Yes,Exhib. Hist,"This earlier study on the artist includes a biography of the artist; essays on his works; a list of lithographs; and a list of works sold and attributed to Bonington with price information.
See also the more recent catalogues on the artist's work by Patrick Noon, cited in this database."
"Bonington, Richard Parke",1,Richard Parkes Bonington : The Complete Paintings.,"Noon, Patrick",,9780300134216,"New Haven : Yale University Press, 2008.",English,34 cm,480,60 b/w; 380 color,No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Bibliog.; Comments,"Catalogue raisonné of over 400 authentic paintings in oil and watercolor, arranged by medium and subject: Landscape Paintings in Oil; The Italian Journey; Figure Paintings in Watercolor; and Figure Paintings in Oil. 

There is also an introductory essay on Bonington's life and works."
"Bonington, Richard Parke",1,Richard Parkes Bonington : The Complete Drawings.,"Noon, Patrick",,9780300170450,"New Haven, CT : Yale University Press ; London : Published for the Paul Mellon Centre for Studies in British Art, 2011.",English,34 cm,224,"110 b&amp;w, 285 color",No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.,"Companion volume to the author's catalogue raisonné of Bonington's paintings (see entry cited in this database). The present catalogue includes over 400 authentic drawings by the artist.  In addition to the catalogue, there is an addendum to the catalogue of paintings, additional bibliography, and indices."
"Boltanski, Christian",1,"Christian Boltanski, Catalogue : Books, Printed Matter, Ephemera, 1966-1991.",,"['Flay, Jennifer (ed.)', 'Metken, Günter (commentaries)']",3883751464,"Cologne : Verlag der Buchhandlung Walther König; Frankfurt am Main : Portikus, 1992.",,26 cm,211,over 80 b&amp;w,No,Yes,No,No,No,Exhib. Hist; Bibliog.; Comments,This publication includes a basic catalogue of the works; the ephemera includes some hand-written correspondence.
"Boltanski, Christian",1,Archives Christian Boltanski 01.,"Calle, Robert",,9782918074014,"Paris : Éditions 591, 2009.",,29 cm,200 + booklet (23 pages),230 b&amp;w photos,No,Yes,No,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"The catalogue is divided into two parts: Part 1 deals with a discussion of the artist's activities, mostly in 1968-74; Part 2 contains the catalogue raisonné. 


The accompanying booklet, titled ""Christian Boltanski, 1968-1974, Early Years"" (Éditions 591, 2010), contains an English summary of the texts."
"Bol, Han",1,"The New Hollstein : Dutch and Flemish Etchings, Engravings and Woodcuts, 1450-1700. Hans Bol",,"['Mielke, Ursul', 'Hautekeete, Stefaa', 'Luijten, Ger (ed.)']",,"Roosendaal, The Netherlands : Koninklijke van Poll in co-operation with the Rijksprentenkabinet, Rijksmuseum Amsterdam,",English,27 cm,,numerous b&amp;w,No,Yes,Yes,No,No,,The current publication is an updated and expanded catalogue of F.W.H. Hollstein's original 1951 Flemish catalogue of the engravings and etchings.
"Boldini, Giovann",1,Giovanni Boldini : catalogo generale dagli archivi Boldini.,"Doria, Bianca",,8817867306,"Milan : Rizzoli, 2000.",Italian,27 cm,,some color,No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.,"The catalogue of the paintings was done in collaboration with Jean-Paul Goujon and Alessandra Doria. Volume 2 contains a preface by Vittorio Sgarbi.

This study is based on contemporary photographic archives and the artist's widow's 1931 MSS inventory of the studio, as well as material sent to her by collectors, dealers, and experts after 1931."
"Boilly, Louis-Léopold",2,,"Breton, Etienne",,,,,,,,,,,,,,
"Boix-Vives, Anselme",1,"Anselme Boix-Vives. [1965-1969]. Biographie, catalogue raisonné = Biography 1965-1969].",,"['Sainsaulieu, Marie-Caroline (biog.)', 'Boix-Vives, Valérie (c.r.)']",2952483906,"Grenoble : Ed. Archives Anselme Boix-Vives, 2005",,32 cm,519,color,No,Yes,Yes,Yes,No,,"This publication has not been found in North American library holdings, however it is listed in the catalogue of the Bibliothèque Sainte Geneviève, Paris."
"Boix-Vives, Anselme",1,Anselme Boix-Vives. [1962-1964].,,"['Sainsaulieu, Marie-Caroline', 'Boix-Vives, Valérie']",2729114807,"Paris : Différence, 2003.",,32 cm,552,"1,174 ills., numerous color",No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"Monograph and catalogue raisonné. Volume 1 lists approximately 1170 authentic works, most illustrated in color.  The catalogue raisonné is chronological, then organized by thematic content, and title within each theme. Individual entries provide date, title, medium and support, dimensions, signature information, and some comments, collections, some have references to the lliterature, exhibitions, provenance, etc. There is an alphabetical listing of the works."
"Bol, Ferdinand",1,"Ferdinand Bol, 1616-1680 : een leerling van Rembrandt = Ferdinand Bol, 1616-1680 : Rembrandt's Pupil.","Blankert, Albert",,,"'s- Gravenhage : Interprint Sneldruk, 1976.",,29 cm,287,unillustrated,No,Yes,No,No,Yes,Provenance; Bibliog.; Comments,"This was the author's doctoral thesis presented at the Rijksuniversiteit te Utrecht.  The catalogue was revised in the author's 1982 publication (see entry in this database).

In addition to the catalogue, there is a biography of Bol and a documentary chronology.  The publication includes a summary of the texts in English, but the catalogue is only in Dutch.  It is unillustrated."
"Boezem, Marinu",1,Boezem : Catalogue Raisonné = oeuvre catalogue.,,"['Duyn, Edna va', 'Witteveen, Fransjosef']",9068682229,"Bussum, Netherlands : Uitgeverij Thoth, 1999.",,23 cm,546,"b&amp;w, color",No,Yes,No,No,Yes,Exhib. Hist; Comments,
"Bol, Ferdinand",1,"Ferdinand Bol (1660-1680), Rembrandt's Pupil.","Blankert, Albert",,9070288052,"Doornspijk, Netherlands : Davaco, 1982.",English,32 cm,382,"204 b&amp;w, 4 color plates",Yes,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"Appendicies contain Bol's family tree, illustrations of Bol's signatures, and a selection of documents related to Bol's life.  These include the testaments and inventories of Bol's wife and his son, Elbert Bol.

There is also a concordance to the 1976 Dutch publication (see entry cited in this database)."
"Boldini, Giovann",1,Giovanni Boldini : l'opera completa.,"Panconi, Tiziano",,8879701525,"Florence : Edifir, 2002.",Italian,33 cm,622,"1350 ills., some color",No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Bibliog.,"Monograph and catalogue raisonné on the artist.
(See also the three volume catalogue by Piero and Francesca Dini, also cited in this database)"
"Boehle, Fritz",1,Fritz Boehle : das malerische Werk.,"Bock, Robert",,3932124146,"Weimar : VDG (Verlag und Datenbank für Geisteswiss), 1998.",German,20 cm,339,193 b&amp;w,No,Yes,No,Yes,Yes,,"Originally presented as the author's doctoral thesis, Universität Frankfurt am Main, 1996."
